ASFIS_species,scientific_name,pooled_commodity,ISSCAAP_group,ISSCAAP_division,exvessel_estimated
Gag,Mycteroperca microlepis,Grouper,Miscellaneous coastal fishes,MARINE FISHES,1
Greasy grouper,Epinephelus tauvina,Grouper,Miscellaneous coastal fishes,MARINE FISHES,1
Groupers nei,Epinephelus spp,Grouper,Miscellaneous coastal fishes,MARINE FISHES,1
"Groupers, seabasses nei",Serranidae,Grouper,Miscellaneous coastal fishes,MARINE FISHES,1
Honeycomb grouper,Epinephelus merra,Grouper,Miscellaneous coastal fishes,MARINE FISHES,1
Humpback grouper,Cromileptes altivelis,Grouper,Miscellaneous coastal fishes,MARINE FISHES,1
Leopard coralgrouper,Plectropomus leopardus,Grouper,Miscellaneous coastal fishes,MARINE FISHES,1
Misty grouper,Epinephelus mystacinus,Grouper,Miscellaneous coastal fishes,MARINE FISHES,1
Nassau grouper,Epinephelus striatus,Grouper,Miscellaneous coastal fishes,MARINE FISHES,1
Orange perch,Lepidoperca pulchella,Grouper,Miscellaneous coastal fishes,MARINE FISHES,1
Orange-spotted grouper,Epinephelus coioides,Grouper,Miscellaneous coastal fishes,MARINE FISHES,1
Painted comber,Serranus scriba,Grouper,Miscellaneous coastal fishes,MARINE FISHES,1
Peacock hind,Cephalopholis argus,Grouper,Miscellaneous coastal fishes,MARINE FISHES,1
Red grouper,Epinephelus morio,Grouper,Miscellaneous coastal fishes,MARINE FISHES,1
Red hind,Epinephelus guttatus,Grouper,Miscellaneous coastal fishes,MARINE FISHES,1
Redmouth grouper,Aethaloperca rogaa,Grouper,Miscellaneous coastal fishes,MARINE FISHES,1
Rock hind,Epinephelus adscensionis,Grouper,Miscellaneous coastal fishes,MARINE FISHES,1
Roving coralgrouper,Plectropomus pessuliferus,Grouper,Miscellaneous coastal fishes,MARINE FISHES,1
Scamp,Mycteroperca phenax,Grouper,Miscellaneous coastal fishes,MARINE FISHES,1
Smallscaled grouper,Epinephelus polylepis,Grouper,Miscellaneous coastal fishes,MARINE FISHES,1
Snowy grouper,Epinephelus niveatus,Grouper,Miscellaneous coastal fishes,MARINE FISHES,1
Speckled hind,Epinephelus drummondhayi,Grouper,Miscellaneous coastal fishes,MARINE FISHES,1
Spotted grouper,Epinephelus analogus,Grouper,Miscellaneous coastal fishes,MARINE FISHES,1
Squaretail coralgrouper,Plectropomus areolatus,Grouper,Miscellaneous coastal fishes,MARINE FISHES,1
Summan grouper,Epinephelus summana,Grouper,Miscellaneous coastal fishes,MARINE FISHES,1
Warsaw grouper,Epinephelus nigritus,Grouper,Miscellaneous coastal fishes,MARINE FISHES,1
White grouper,Epinephelus aeneus,Grouper,Miscellaneous coastal fishes,MARINE FISHES,1
White-blotched grouper,Epinephelus multinotatus,Grouper,Miscellaneous coastal fishes,MARINE FISHES,1
Whitespotted grouper,Epinephelus caeruleopunctatus,Grouper,Miscellaneous coastal fishes,MARINE FISHES,1
Yellowedge grouper,Epinephelus flavolimbatus,Grouper,Miscellaneous coastal fishes,MARINE FISHES,1
Yellow-edged lyretail,Variola louti,Grouper,Miscellaneous coastal fishes,MARINE FISHES,1
Yellowfin grouper,Mycteroperca venenosa,Grouper,Miscellaneous coastal fishes,MARINE FISHES,1
Yellowfin hind,Cephalopholis hemistiktos,Grouper,Miscellaneous coastal fishes,MARINE FISHES,1
Flying gurnard,Dactylopterus volitans,Gurnard,Miscellaneous coastal fishes,MARINE FISHES,1
Atlantic lizardfish,Synodus saurus,Lizardfish,Miscellaneous coastal fishes,MARINE FISHES,1
Brushtooth lizardfish,Saurida undosquamis,Lizardfish,Miscellaneous coastal fishes,MARINE FISHES,1
Greater lizardfish,Saurida tumbil,Lizardfish,Miscellaneous coastal fishes,MARINE FISHES,1
Lizardfishes nei,Synodontidae,Lizardfish,Miscellaneous coastal fishes,MARINE FISHES,1
[Aplodactylus punctatus],Aplodactylus punctatus,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
[Nototheniops nybelini],Nototheniops nybelini,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Abu mullet,Liza abu,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
African sicklefish,Drepane africana,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
African striped grunt,Parapristipoma octolineatum,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Angelfishes nei,Pomacanthidae,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
"Antarctic rockcods, noties nei",Nototheniidae,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Antarctic silverfish,Pleuragramma antarcticum,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Argentinian sandperch,Pseudopercis semifasciata,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Atlantic emperor,Lethrinus atlanticus,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Australian salmon,Arripis trutta,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Ballan wrasse,Labrus bergylta,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Barred grunt,Conodon nobilis,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Bartail flathead,Platycephalus indicus,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Bastard grunt,Pomadasys incisus,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Batfishes,Platax spp,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Bigeye grunt,Brachydeuterus auritus,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Bigeyes nei,Priacanthus spp,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Biglip grunt,Plectorhinchus macrolepis,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Black goby,Gobius niger,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Black rockcod,Notothenia coriiceps,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Blackspotted rubberlip,Plectorhinchus gaterinus,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Black-streaked monocle bream,Scolopsis taeniata,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Blotched picarel,Spicara maena,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Blue fathead,Cubiceps caeruleus,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Blue maomao,Scorpis violacea,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Blue-barred parrotfish,Scarus ghobban,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Bluespine unicornfish,Naso unicornis,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Bluespot mullet,Valamugil seheli,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Bluespotted cornetfish,Fistularia commersonii,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Blunt scalyhead,Trematomus eulepidotus,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Bobo mullet,Joturus pichardi,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Bocon toadfish,Amphichthys cryptocentrus,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Bombay-duck,Harpadon nehereus,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Bonefish,Albula vulpes,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Boxfishes nei,Ostraciidae,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Brazilian flathead,Percophis brasiliensis,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Brazilian sandperch,Pinguipes brasilianus,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Broadgilled hagfish,Eptatretus cirrhatus,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Brown wrasse,Labrus merula,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Cabezon,Scorpaenichthys marmoratus,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Cabinza grunt,Isacia conceptionis,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
California sheephead,Semicossyphus pulcher,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
"Cardinalfishes, etc. nei",Apogonidae,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Channel bull blenny,Cottoperca gobio,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Chilean sandperch,Pinguipes chilensis,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Combtooth blennies,Ecsenius minutus,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Common goby,Pomatoschistus microps,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Common silver-biddy,Gerres oyena,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Common snook,Centropomus undecimalis,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Corkwing wrasse,Symphodus melops,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Cornetfish,Fistularia tabacaria,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Creole wrasse,Clepticus parrae,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Cunner,Tautogolabrus adspersus,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Curled picarel,Centracanthus cirrus,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Dusky spinefoot,Siganus luridus,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Eelpout,Zoarces viviparus,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Eeltail catfishes,Plotosus spp,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Emperors(=Scavengers) nei,Lethrinidae,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Flagfin mojarra,Eucinostomus melanopterus,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Flathead grey mullet,Mugil cephalus,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Flatheads nei,Platycephalidae,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Fourfinger threadfin,Eleutheronema tetradactylum,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Fourlined terapon,Pelates quadrilineatus,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Fusiliers nei,Caesionidae,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Giant African threadfin,Polydactylus quadrifilis,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Glassfishes,Ambassidae,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Gobies nei,Gobiidae,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Golden grey mullet,Liza aurata,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Golden threadfin bream,Nemipterus virgatus,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Goldsinny-wrasse,Ctenolabrus rupestris,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Greater weever,Trachinus draco,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Green humphead parrotfish,Bolbometopon muricatum,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Grey rockcod,Notothenia squamifrons,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Grey triggerfish,Balistes carolinensis,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Grunts nei,Haemulon spp,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
"Grunts, sweetlips nei",Haemulidae (=Pomadasyidae),Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Guinean striped mojarra,Gerres nigri,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Gulf parrotfish,Scarus persicus,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Hagfishes nei,Myxinidae,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Hogfish,Lachnolaimus maximus,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Humped rockcod,Notothenia gibberifrons,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Humphead wrasse,Cheilinus undulatus,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Humpnose big-eye bream,Monotaxis grandoculis,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Indian threadfin,Leptomelanosoma indicum,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Indo-Pacific tarpon,Megalops cyprinoides,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Irish mojarra,Diapterus auratus,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Japanese threadfin bream,Nemipterus japonicus,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Javelin grunter,Pomadasys kaakan,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Kelp greenling,Hexagrammos decagrammus,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Klunzinger's mullet,Liza klunzingeri,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Knout goby,Mesogobius batrachocephalus,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Ladyfish,Elops saurus,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Largeeye breams,Gymnocranius spp,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Largescaled terapon,Terapon theraps,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Leaping mullet,Liza saliens,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Lebranche mullet,Mugil liza,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Lesser African threadfin,Galeoides decadactylus,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Lingcod,Ophiodon elongatus,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Long snouted lancetfish,Alepisaurus ferox,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Longfin bonefish,Pterothrissus belloci,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Longspine burrfish,Tragulichthys jaculiferus,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Lusitanian toadfish,Halobatrachus didactylus,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Marbled rockcod,Notothenia rossii,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Marbled spinefoot,Siganus rivulatus,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Minstrel sweetlips,Plectorhinchus schotaf,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Mojarras(=Silver-biddies) nei,Gerres spp,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
"Mojarras, etc. nei",Gerreidae,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Monocle breams,Scolopsis spp,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Moonfish,Mene maculata,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Mote sculpin,Normanichthys crockeri,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Mountain mullet,Agonostomus monticola,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Mullets nei,Mugilidae,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
New Zealand blue cod,Parapercis colias,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Ocean pout,Macrozoarces americanus,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Opaleye,Girella nigricans,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Orange-striped emperor,Lethrinus obsoletus,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Pacific cornetfish,Fistularia corneta,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Pacific sandperch,Prolatilus jugularis,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Pacific spadefish,Chaetodipterus zonatus,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Painted notie,Nototheniops larseni,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Painted sweetlips,Diagramma pictum,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Parassi mullet,Mugil incilis,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Parore,Girella tricuspidata,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Parrot grunt,Pomadasys perotaei,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Parrotfish,Sparisoma cretense,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Parrotfishes nei,Scaridae,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Patagonian blennie,Eleginops maclovinus,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Pearly razorfish,Xyrichtys novacula,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Percoids nei,Percoidei,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Picarel,Spicara smaris,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Picarels nei,Spicara spp,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Pigfish,Orthopristis chrysoptera,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Pink ear emperor,Lethrinus lentjan,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Ponyfishes(=Slipmouths),Leiognathus spp,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Ponyfishes(=Slipmouths) nei,Leiognathidae,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Rainbow wrasse,Coris julis,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Randall's threadfin bream,Nemipterus randalli,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Red bigeye,Priacanthus macracanthus,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Redcoat,Sargocentron rubrum,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Rock cook,Centrolabrus exoletus,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Round goby,Neogobius melanostomus,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Royal threadfin,Pentanemus quinquarius,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Rubberlip grunt,Plectorhinchus mediterraneus,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Ruff,Arripis georgianus,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Sabre squirrelfish,Sargocentron spiniferum,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Sand tilefish,Malacanthus plumieri,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Scats,Scatophagus spp,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Sculpins,Myoxocephalus spp,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Sculpins nei,Cottidae,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Sea chubs nei,Kyphosidae,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Shorthorn sculpin,Myoxocephalus scorpius,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Sillago-whitings,Sillaginidae,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Silver grunt,Pomadasys argenteus,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Silver sillago,Sillago sihama,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Sky emperor,Lethrinus mahsena,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
Slender silver-biddy,Gerres oblongus,Misc. coastal fishes,Miscellaneous coastal fishes,MARINE FISHES,1
